trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
16,False,"{'a': 1, 'e': 0.99795269895523}",20,0,-128.66283440761185,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
17,False,"{'a': 1, 'e': 0.9976888907533621}",20,0,-72.06135217178016,"{0: 12, 1: 3, 2: 3, 3: 2, 4: 0}",0
18,False,"{'a': 1, 'e': 0.9974091195505261}",20,16,6.49364355427634,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,False,"{'a': 1, 'e': 0.9971133898230555}",20,6,-44.77599475747345,"{0: 10, 1: 0, 2: 2, 3: 2, 4: 0}",1
20,False,"{'a': 1, 'e': 0.9968017063026194}",25,0,-154.78763994352937,"{0: 13, 1: 4, 2: 5, 3: 1, 4: 2}",0
21,False,"{'a': 1, 'e': 0.9964740739761475}",20,0,-11.923970110771117,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
22,False,"{'a': 1, 'e': 0.9961304980857502}",20,0,-136.98873892006,"{0: 10, 1: 4, 2: 3, 3: 1, 4: 2}",0
23,False,"{'a': 1, 'e': 0.9957709841286342}",20,0,-40.230120764211435,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
24,False,"{'a': 1, 'e': 0.9953955378570153}",20,0,-115.29935040070934,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
25,False,"{'a': 1, 'e': 0.9950041652780258}",20,14,-40.149616142333876,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 1}",1
26,False,"{'a': 1, 'e': 0.9945968726536185}",20,0,-24.738429851118717,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
27,False,"{'a': 1, 'e': 0.9941736665004669}",20,0,-134.49296735409524,"{0: 10, 1: 2, 2: 6, 3: 0, 4: 2}",0
28,False,"{'a': 1, 'e': 0.9937345535898603}",20,0,-156.48153320542335,"{0: 11, 1: 1, 2: 4, 3: 2, 4: 2}",0
29,False,"{'a': 1, 'e': 0.9932795409475959}",30,0,-286.34892751422615,"{0: 15, 1: 2, 2: 5, 3: 4, 4: 4}",0
30,False,"{'a': 1, 'e': 0.9928086358538663}",25,0,-183.51610123354516,"{0: 14, 1: 2, 2: 3, 3: 4, 4: 2}",0
31,False,"{'a': 1, 'e': 0.9923218458431429}",20,0,-61.222106280771854,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
32,False,"{'a': 1, 'e': 0.9918191787040556}",25,10,-11.71638716771098,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1
33,False,"{'a': 1, 'e': 0.9913006424792677}",20,0,-131.5235725772875,"{0: 13, 1: 1, 2: 2, 3: 2, 4: 2}",0
34,False,"{'a': 1, 'e': 0.990766245465348}",25,0,-130.81030882248174,"{0: 18, 1: 0, 2: 3, 3: 2, 4: 2}",0
35,False,"{'a': 1, 'e': 0.9902159962126371}",20,1,-96.21422714975223,"{0: 11, 1: 0, 2: 7, 3: 0, 4: 1}",1
36,False,"{'a': 1, 'e': 0.9896499035251115}",20,0,-61.20042657129448,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
37,False,"{'a': 1, 'e': 0.989067976460242}",20,0,-136.05563620509113,"{0: 10, 1: 2, 2: 4, 3: 3, 4: 1}",0
38,False,"{'a': 1, 'e': 0.9884702243288492}",20,4,-67.68449517065584,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 1}",1
39,False,"{'a': 1, 'e': 0.9878566566949545}",20,4,-57.77906376448598,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 1}",1
40,False,"{'a': 1, 'e': 0.9872272833756269}",20,0,-96.76103750988095,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
41,False,"{'a': 1, 'e': 0.9865821144408262}",20,0,-100.98662111282484,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
42,False,"{'a': 1, 'e': 0.9859211602132415}",30,0,-214.54241444970458,"{0: 16, 1: 2, 2: 8, 3: 1, 4: 3}",0
43,False,"{'a': 1, 'e': 0.9852444312681263}",20,0,-66.80514235466715,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
44,False,"{'a': 1, 'e': 0.9845519384331295}",35,0,-212.5255680519718,"{0: 17, 1: 6, 2: 8, 3: 2, 4: 2}",0
45,False,"{'a': 1, 'e': 0.9838436927881214}",30,0,-212.04939818812372,"{0: 14, 1: 3, 2: 7, 3: 5, 4: 1}",0
46,False,"{'a': 1, 'e': 0.9831197056650174}",20,0,-68.80755642831689,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 1}",0
47,False,"{'a': 1, 'e': 0.9823799886475959}",25,0,-229.87978122871232,"{0: 15, 1: 0, 2: 3, 3: 3, 4: 4}",0
48,False,"{'a': 1, 'e': 0.9816245535713135}",20,0,-58.762035901409014,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
49,False,"{'a': 1, 'e': 0.9808534125231153}",20,0,-99.5943094267077,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
50,False,"{'a': 1, 'e': 0.9800665778412416}",25,0,-170.04822131832316,"{0: 13, 1: 1, 2: 8, 3: 1, 4: 2}",0
51,False,"{'a': 1, 'e': 0.9792640621150305}",30,0,-88.50320273390581,"{0: 18, 1: 3, 2: 8, 3: 1, 4: 0}",0
52,False,"{'a': 1, 'e': 0.9784458781847165}",30,0,-157.41899923127923,"{0: 17, 1: 4, 2: 6, 3: 1, 4: 2}",0
53,False,"{'a': 1, 'e': 0.9776120391412251}",20,0,-181.62563205031404,"{0: 10, 1: 2, 2: 4, 3: 1, 4: 3}",0
54,False,"{'a': 1, 'e': 0.9767625583259631}",35,0,-307.8578200548604,"{0: 16, 1: 5, 2: 6, 3: 4, 4: 4}",0
55,False,"{'a': 1, 'e': 0.9758974493306055}",35,0,-134.56772338880702,"{0: 22, 1: 3, 2: 8, 3: 1, 4: 1}",0
56,False,"{'a': 1, 'e': 0.9750167259968777}",25,0,-145.79053555828793,"{0: 14, 1: 3, 2: 6, 3: 0, 4: 2}",0
57,False,"{'a': 1, 'e': 0.9741204024163344}",20,0,-108.76705453807443,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
58,False,"{'a': 1, 'e': 0.9732084929301336}",20,0,-138.44597360973697,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 2}",0
59,False,"{'a': 1, 'e': 0.9722810121288076}",25,0,-153.96863253770346,"{0: 16, 1: 2, 2: 4, 3: 0, 4: 3}",0
60,False,"{'a': 1, 'e': 0.9713379748520297}",20,0,-157.9572911099725,"{0: 12, 1: 0, 2: 5, 3: 0, 4: 3}",0
61,False,"{'a': 1, 'e': 0.9703793961883759}",20,11,-44.72913364669901,"{0: 5, 1: 1, 2: 1, 3: 2, 4: 0}",1
62,False,"{'a': 1, 'e': 0.9694052914750845}",25,0,-202.46781483840806,"{0: 12, 1: 1, 2: 7, 3: 3, 4: 2}",0
63,False,"{'a': 1, 'e': 0.9684156762978101}",25,0,-148.4925693732335,"{0: 17, 1: 1, 2: 2, 3: 3, 4: 2}",0
64,False,"{'a': 1, 'e': 0.9674105664903746}",25,0,-112.03074889046731,"{0: 12, 1: 4, 2: 8, 3: 1, 4: 0}",0
65,False,"{'a': 1, 'e': 0.9663899781345132}",25,0,-281.2126861188833,"{0: 10, 1: 4, 2: 5, 3: 1, 4: 5}",0
66,False,"{'a': 1, 'e': 0.965353927559618}",20,0,-100.36142037138663,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
67,False,"{'a': 1, 'e': 0.9643024313424761}",25,13,-33.509049823189315,"{0: 7, 1: 1, 2: 4, 3: 0, 4: 0}",1
68,False,"{'a': 1, 'e': 0.9632355063070045}",20,0,-131.03992017864476,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
69,False,"{'a': 1, 'e': 0.9621531695239809}",20,0,-81.08356588038544,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
70,False,"{'a': 1, 'e': 0.9610554383107709}",20,0,-91.74417748652317,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
71,False,"{'a': 1, 'e': 0.9599423302310505}",20,0,-142.5851820652881,"{0: 10, 1: 2, 2: 4, 3: 3, 4: 1}",0
72,False,"{'a': 1, 'e': 0.9588138630945251}",25,16,-13.868827850234302,"{0: 5, 1: 4, 2: 0, 3: 0, 4: 0}",1
73,False,"{'a': 1, 'e': 0.9576700549566448}",20,0,-129.96130098044037,"{0: 10, 1: 1, 2: 6, 3: 2, 4: 1}",0
74,False,"{'a': 1, 'e': 0.9565109241183156}",20,1,-45.37896269642981,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 0}",1
75,False,"{'a': 1, 'e': 0.955336489125606}",20,0,-87.53566195830005,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
76,False,"{'a': 1, 'e': 0.9541467687694509}",35,0,-173.34208026428817,"{0: 20, 1: 5, 2: 7, 3: 1, 4: 2}",0
77,False,"{'a': 1, 'e': 0.9529417820853506}",30,0,-76.7865871239279,"{0: 20, 1: 5, 2: 2, 3: 3, 4: 0}",0
78,False,"{'a': 1, 'e': 0.9517215483530664}",20,0,-147.3237731394228,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 3}",0
79,False,"{'a': 1, 'e': 0.9504860870963119}",20,0,-103.1729455306104,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
80,False,"{'a': 1, 'e': 0.9492354180824408}",20,0,-29.099168819722575,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
81,False,"{'a': 1, 'e': 0.9479695613221308}",20,0,-233.74382219001063,"{0: 9, 1: 3, 2: 3, 3: 0, 4: 5}",0
82,False,"{'a': 1, 'e': 0.9466885370690631}",20,0,-159.85879706541752,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 3}",0
83,False,"{'a': 1, 'e': 0.9453923658195982}",20,0,-39.31879811681552,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
84,False,"{'a': 1, 'e': 0.9440810683124485}",20,0,-34.885261212504005,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
85,False,"{'a': 1, 'e': 0.9427546655283462}",20,0,-129.38456997586852,"{0: 9, 1: 2, 2: 7, 3: 1, 4: 1}",0
86,False,"{'a': 1, 'e': 0.9414131786897075}",20,0,-60.277111142134174,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
87,False,"{'a': 1, 'e': 0.9400566292602934}",25,0,-120.81220596619211,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",0
88,False,"{'a': 1, 'e': 0.9386850389448655}",25,0,-63.81661206911415,"{0: 20, 1: 0, 2: 3, 3: 1, 4: 1}",0
89,False,"{'a': 1, 'e': 0.9372984296888399}",25,0,-188.36449610997016,"{0: 12, 1: 5, 2: 4, 3: 1, 4: 3}",0
90,False,"{'a': 1, 'e': 0.9358968236779348}",25,17,-1.68493868273131,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
91,False,"{'a': 1, 'e': 0.9344802433378168}",25,0,-93.03351676948905,"{0: 16, 1: 1, 2: 7, 3: 0, 4: 1}",0
92,False,"{'a': 1, 'e': 0.9330487113337409}",20,0,-99.61477349973194,"{0: 12, 1: 0, 2: 7, 3: 0, 4: 1}",0
93,False,"{'a': 1, 'e': 0.9316022505701886}",25,0,-280.19228772744344,"{0: 9, 1: 4, 2: 5, 3: 3, 4: 4}",0
94,False,"{'a': 1, 'e': 0.9301408841905014}",30,12,-67.4426110436725,"{0: 12, 1: 0, 2: 5, 3: 0, 4: 1}",1
95,False,"{'a': 1, 'e': 0.9286646355765102}",25,6,-162.7408354102068,"{0: 10, 1: 2, 2: 3, 3: 1, 4: 3}",1
96,False,"{'a': 1, 'e': 0.9271735283481612}",20,2,-47.098702363927956,"{0: 10, 1: 4, 2: 4, 3: 0, 4: 0}",1
97,False,"{'a': 1, 'e': 0.9256675863631385}",30,0,-237.05598391292182,"{0: 14, 1: 5, 2: 5, 3: 3, 4: 3}",0
98,False,"{'a': 1, 'e': 0.9241468337164814}",25,0,-71.78034161985752,"{0: 18, 1: 0, 2: 6, 3: 0, 4: 1}",0
99,False,"{'a': 1, 'e': 0.9226112947402}",25,0,-51.9455470268925,"{0: 19, 1: 3, 2: 2, 3: 0, 4: 1}",0
100,False,"{'a': 1, 'e': 0.9210609940028851}",20,0,-58.18053944738456,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
101,False,"{'a': 1, 'e': 0.9194959563093155}",25,0,-167.94416688200923,"{0: 13, 1: 2, 2: 5, 3: 4, 4: 1}",0
102,False,"{'a': 1, 'e': 0.9179162067000607}",25,0,-149.47215268197004,"{0: 15, 1: 3, 2: 3, 3: 2, 4: 2}",0
103,False,"{'a': 1, 'e': 0.916321770451081}",25,0,-106.91457038764172,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
104,False,"{'a': 1, 'e': 0.9147126730733223}",25,0,-3.3380801037577754,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
105,False,"{'a': 1, 'e': 0.9130889403123083}",20,0,-140.46370832439177,"{0: 11, 1: 1, 2: 3, 3: 4, 4: 1}",0
106,False,"{'a': 1, 'e': 0.9114505981477284}",25,12,-24.70091430770908,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 0}",1
107,False,"{'a': 1, 'e': 0.9097976727930226}",25,0,-109.7134094901507,"{0: 13, 1: 5, 2: 6, 3: 0, 4: 1}",0
108,False,"{'a': 1, 'e': 0.9081301906949609}",30,0,-162.1266854967756,"{0: 21, 1: 2, 2: 3, 3: 1, 4: 3}",0
109,False,"{'a': 1, 'e': 0.9064481785332217}",20,0,-43.96694185864664,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
110,False,"{'a': 1, 'e': 0.9047516632199634}",20,0,-57.99044921686935,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
111,False,"{'a': 1, 'e': 0.903040671899395}",30,0,-173.3775511707633,"{0: 17, 1: 4, 2: 5, 3: 2, 4: 2}",0
112,False,"{'a': 1, 'e': 0.9013152319473411}",25,3,-95.49563097459585,"{0: 15, 1: 0, 2: 4, 3: 2, 4: 1}",1
113,False,"{'a': 1, 'e': 0.899575370970804}",20,0,-96.3725941258001,"{0: 13, 1: 2, 2: 2, 3: 2, 4: 1}",0
114,False,"{'a': 1, 'e': 0.8978211168075223}",20,10,-80.15565750364748,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 2}",1
115,False,"{'a': 1, 'e': 0.8960524975255252}",20,0,-32.98457444813286,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
116,False,"{'a': 1, 'e': 0.8942695414226836}",35,0,-145.87715089984948,"{0: 23, 1: 4, 2: 4, 3: 2, 4: 2}",0
117,False,"{'a': 1, 'e': 0.8924722770262568}",20,0,-127.3121348081159,"{0: 13, 1: 1, 2: 2, 3: 2, 4: 2}",0
118,False,"{'a': 1, 'e': 0.890660733092437}",35,0,-134.79420811744936,"{0: 20, 1: 3, 2: 10, 3: 2, 4: 0}",0
119,False,"{'a': 1, 'e': 0.8888349386058886}",20,0,-84.38566341825506,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
120,False,"{'a': 1, 'e': 0.8869949227792842}",20,9,14.292900801377424,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
121,False,"{'a': 1, 'e': 0.8851407150528379}",25,0,-77.96433950652117,"{0: 18, 1: 0, 2: 6, 3: 0, 4: 1}",0
122,False,"{'a': 1, 'e': 0.8832723450938338}",20,0,-71.1711106438137,"{0: 13, 1: 1, 2: 4, 3: 2, 4: 0}",0
123,False,"{'a': 1, 'e': 0.8813898427961513}",20,0,-87.64961308555918,"{0: 9, 1: 3, 2: 8, 3: 0, 4: 0}",0
124,False,"{'a': 1, 'e': 0.879493238279787}",35,0,-124.69369481934397,"{0: 27, 1: 1, 2: 3, 3: 2, 4: 2}",0
125,False,"{'a': 1, 'e': 0.8775825618903728}",20,0,-99.75970264308141,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
126,False,"{'a': 1, 'e': 0.87565784419869}",20,0,-106.87745870228376,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
127,False,"{'a': 1, 'e': 0.8737191160001807}",20,0,19.493118576044843,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
128,False,"{'a': 1, 'e': 0.8717664083144548}",25,0,-58.572742252508085,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
129,False,"{'a': 1, 'e': 0.8697997523847936}",30,0,-43.244637218644506,"{0: 25, 1: 0, 2: 3, 3: 2, 4: 0}",0
130,False,"{'a': 1, 'e': 0.8678191796776499}",20,0,-100.96611890390515,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
131,False,"{'a': 1, 'e': 0.8658247218821448}",20,0,-19.80994024809958,"{0: 15, 1: 4, 2: 1, 3: 0, 4: 0}",0
132,False,"{'a': 1, 'e': 0.8638164109095605}",30,8,-159.54848997595403,"{0: 9, 1: 3, 2: 6, 3: 3, 4: 1}",1
133,False,"{'a': 1, 'e': 0.8617942788928298}",20,0,-48.61157461821952,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
134,False,"{'a': 1, 'e': 0.8597583581860218}",25,0,-90.43894531586999,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 2}",0
135,False,"{'a': 1, 'e': 0.8577086813638242}",25,2,-109.63619786714605,"{0: 16, 1: 1, 2: 3, 3: 1, 4: 2}",1
136,False,"{'a': 1, 'e': 0.8556452812210225}",35,14,-139.98302524567353,"{0: 11, 1: 1, 2: 7, 3: 0, 4: 2}",1
137,False,"{'a': 1, 'e': 0.8535681907719751}",25,0,-118.04718013363157,"{0: 18, 1: 0, 2: 4, 3: 1, 4: 2}",0
138,False,"{'a': 1, 'e': 0.8514774432500848}",20,0,-23.166772104585586,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
139,False,"{'a': 1, 'e': 0.8493730721072673}",25,0,-168.0535732052629,"{0: 13, 1: 2, 2: 5, 3: 4, 4: 1}",0
140,False,"{'a': 1, 'e': 0.8472551110134161}",25,0,-186.0600233064215,"{0: 17, 1: 1, 2: 2, 3: 1, 4: 4}",0
141,False,"{'a': 1, 'e': 0.8451235938558634}",25,5,-76.1283136876439,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",1
142,False,"{'a': 1, 'e': 0.8429785547388383}",25,14,-57.530210140172095,"{0: 6, 1: 3, 2: 1, 3: 0, 4: 1}",1
143,False,"{'a': 1, 'e': 0.840820027982921}",20,0,-105.07106076591432,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
144,False,"{'a': 1, 'e': 0.8386480481244933}",25,9,-22.0106451696387,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 0}",1
145,False,"{'a': 1, 'e': 0.8364626499151869}",25,0,-112.1860601792376,"{0: 15, 1: 2, 2: 6, 3: 1, 4: 1}",1
146,False,"{'a': 1, 'e': 0.8342638683213264}",25,19,0.9999518011577151,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
147,False,"{'a': 1, 'e': 0.8320517385233703}",25,0,-94.77516519490142,"{0: 13, 1: 3, 2: 8, 3: 1, 4: 0}",0
148,False,"{'a': 1, 'e': 0.8298262959153483}",25,0,-132.00201573881387,"{0: 16, 1: 1, 2: 5, 3: 1, 4: 2}",0
149,False,"{'a': 1, 'e': 0.8275875761042946}",25,0,-93.79668905917174,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 2}",0
150,False,"{'a': 1, 'e': 0.8253356149096783}",25,0,-108.62965510602082,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",1
151,False,"{'a': 1, 'e': 0.8230704483628307}",30,0,-114.11366805147114,"{0: 21, 1: 3, 2: 3, 3: 1, 4: 2}",0
152,False,"{'a': 1, 'e': 0.8207921127063681}",25,6,-33.12759626608158,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 0}",1
153,False,"{'a': 1, 'e': 0.8185006443936125}",20,0,-49.76022130710709,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
154,False,"{'a': 1, 'e': 0.8161960800880078}",20,4,-87.30946195290778,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 2}",1
155,False,"{'a': 1, 'e': 0.8138784566625339}",20,0,-90.26733710072558,"{0: 12, 1: 0, 2: 7, 3: 0, 4: 1}",0
156,False,"{'a': 1, 'e': 0.8115478111991162}",20,0,-12.705786177317517,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
157,False,"{'a': 1, 'e': 0.8092041809880323}",30,0,-202.7612302579832,"{0: 17, 1: 1, 2: 9, 3: 0, 4: 3}",0
158,False,"{'a': 1, 'e': 0.8068476035273155}",25,0,-101.54162830324782,"{0: 18, 1: 3, 2: 1, 3: 1, 4: 2}",0
159,False,"{'a': 1, 'e': 0.8044781165221552}",20,0,-87.28436932903678,"{0: 12, 1: 4, 2: 2, 3: 1, 4: 1}",0
160,False,"{'a': 1, 'e': 0.8020957578842927}",20,0,-16.764300891323504,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
161,False,"{'a': 1, 'e': 0.7997005657314152}",25,0,-113.78907632405111,"{0: 18, 1: 0, 2: 4, 3: 1, 4: 2}",0
162,False,"{'a': 1, 'e': 0.7972925783865464}",20,13,-27.047600350920728,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
163,False,"{'a': 1, 'e': 0.7948718343774324}",20,8,2.200493167988422,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
164,False,"{'a': 1, 'e': 0.7924383724359255}",20,0,-27.072577259414654,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
165,False,"{'a': 1, 'e': 0.7899922314973651}",25,0,-180.62368661388382,"{0: 15, 1: 0, 2: 5, 3: 3, 4: 2}",0
166,False,"{'a': 1, 'e': 0.7875334506999538}",25,7,-39.01147701180808,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 0}",1
167,False,"{'a': 1, 'e': 0.785062069384132}",20,0,-105.38885478252638,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 2}",0
168,False,"{'a': 1, 'e': 0.7825781270919481}",25,0,-12.503510768295975,"{0: 20, 1: 3, 2: 2, 3: 0, 4: 0}",0
169,False,"{'a': 1, 'e': 0.7800816635664256}",30,0,-53.037132995859,"{0: 24, 1: 1, 2: 4, 3: 0, 4: 1}",0
170,False,"{'a': 1, 'e': 0.7775727187509279}",25,0,-96.6312440498645,"{0: 18, 1: 1, 2: 3, 3: 2, 4: 1}",0
171,False,"{'a': 1, 'e': 0.7750513327885183}",20,0,-116.96360981929658,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
172,False,"{'a': 1, 'e': 0.7725175460213186}",20,0,-118.41122523349398,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 2}",1
173,False,"{'a': 1, 'e': 0.7699713989898629}",25,0,-166.1497687177894,"{0: 15, 1: 1, 2: 6, 3: 0, 4: 3}",0
174,False,"{'a': 1, 'e': 0.7674129324324493}",20,10,-13.962238060902324,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
175,False,"{'a': 1, 'e': 0.7648421872844884}",25,0,-92.10242607195396,"{0: 18, 1: 3, 2: 2, 3: 0, 4: 2}",0
176,False,"{'a': 1, 'e': 0.7622592046778476}",30,0,-40.68111543940294,"{0: 25, 1: 1, 2: 3, 3: 0, 4: 1}",0
177,False,"{'a': 1, 'e': 0.7596640259401933}",25,3,-68.21272424228806,"{0: 14, 1: 2, 2: 5, 3: 1, 4: 0}",1
178,False,"{'a': 1, 'e': 0.7570566925943303}",30,2,-160.74465958553813,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 3}",1
179,False,"{'a': 1, 'e': 0.7544372463575362}",30,3,-79.85308827899836,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 2}",1
180,False,"{'a': 1, 'e': 0.751805729140895}",25,13,-96.7179931411087,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 2}",1
181,False,"{'a': 1, 'e': 0.7491621830486261}",20,15,-4.888193487825364,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
182,False,"{'a': 1, 'e': 0.7465066503774106}",20,0,-37.707140909464876,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",0
183,False,"{'a': 1, 'e': 0.7438391736157144}",25,0,-32.088685106142165,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
184,False,"{'a': 1, 'e': 0.7411597954431091}",30,0,-127.72168449787083,"{0: 23, 1: 2, 2: 2, 3: 0, 4: 3}",0
185,False,"{'a': 1, 'e': 0.7384685587295879}",25,8,-13.00750308129071,"{0: 12, 1: 3, 2: 2, 3: 0, 4: 0}",1
186,False,"{'a': 1, 'e': 0.7357655065348812}",25,0,-111.46579366675202,"{0: 17, 1: 0, 2: 6, 3: 0, 4: 2}",0
187,False,"{'a': 1, 'e': 0.7330506821077661}",25,0,-159.2396229241836,"{0: 16, 1: 1, 2: 4, 3: 1, 4: 3}",0
188,False,"{'a': 1, 'e': 0.7303241288853758}",20,0,-95.88233454753626,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
189,False,"{'a': 1, 'e': 0.7275858904925034}",30,0,-37.668765990762274,"{0: 25, 1: 2, 2: 2, 3: 0, 4: 1}",0
190,False,"{'a': 1, 'e': 0.7248360107409052}",25,0,-58.772098103095615,"{0: 16, 1: 3, 2: 5, 3: 1, 4: 0}",0
191,False,"{'a': 1, 'e': 0.7220745336285982}",20,2,11.241415005738334,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
192,False,"{'a': 1, 'e': 0.7193015033391573}",25,9,-4.098655385452156,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
193,False,"{'a': 1, 'e': 0.7165169642410082}",20,0,-8.7731199735478,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
194,False,"{'a': 1, 'e': 0.7137209608867168}",25,0,-47.228004354996315,"{0: 19, 1: 0, 2: 5, 3: 1, 4: 0}",0
195,False,"{'a': 1, 'e': 0.7109135380122773}",20,0,-45.02872800109386,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
196,False,"{'a': 1, 'e': 0.7080947405363958}",25,0,-34.65293290629564,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
197,False,"{'a': 1, 'e': 0.7052646135597717}",20,1,-95.12694292559672,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 2}",1
198,False,"{'a': 1, 'e': 0.7024232023643763}",25,0,-35.68528182846389,"{0: 19, 1: 0, 2: 6, 3: 0, 4: 0}",0
199,False,"{'a': 1, 'e': 0.699570552412728}",20,7,-108.3125005889196,"{0: 7, 1: 0, 2: 4, 3: 0, 4: 2}",1
200,False,"{'a': 1, 'e': 0.6967067093471654}",30,0,-98.2569702742243,"{0: 21, 1: 1, 2: 6, 3: 1, 4: 1}",0
201,False,"{'a': 1, 'e': 0.6938317189891162}",20,4,-68.72405401219889,"{0: 9, 1: 3, 2: 3, 3: 0, 4: 1}",1
202,False,"{'a': 1, 'e': 0.690945627338365}",20,15,3.298304360096642,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 1, 'e': 0.6880484805723165}",20,0,-104.37303762305302,"{0: 12, 1: 0, 2: 6, 3: 1, 4: 1}",0
204,False,"{'a': 1, 'e': 0.6851403250452572}",20,0,-79.80530494045396,"{0: 15, 1: 0, 2: 2, 3: 2, 4: 1}",0
