trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
111,False,"{'a': 0.5, 'e': 0.4499999999999995}",20,15,12.211390794173253,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
112,False,"{'a': 0.5, 'e': 0.4449999999999995}",25,8,-61.94671251831449,"{0: 13, 1: 1, 2: 0, 3: 2, 4: 1}",1
113,False,"{'a': 0.5, 'e': 0.4399999999999995}",20,10,-24.708287919507473,"{0: 7, 1: 1, 2: 1, 3: 1, 4: 0}",1
114,False,"{'a': 0.5, 'e': 0.4349999999999995}",25,1,2.670803765489458,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 0}",1
115,False,"{'a': 0.5, 'e': 0.4299999999999995}",25,19,11.004305478505662,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
116,False,"{'a': 0.5, 'e': 0.4249999999999995}",30,18,3.842946169931027,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
117,False,"{'a': 0.5, 'e': 0.4199999999999995}",25,0,-97.60637344504953,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 2}",0
118,False,"{'a': 0.5, 'e': 0.4149999999999995}",20,11,14.945333195412868,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
119,False,"{'a': 0.5, 'e': 0.4099999999999995}",20,1,10.431583824697464,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
120,False,"{'a': 0.5, 'e': 0.40499999999999947}",20,6,17.860531555258238,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
121,False,"{'a': 0.5, 'e': 0.39999999999999947}",25,7,-45.266150798613694,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 1}",1
122,False,"{'a': 0.5, 'e': 0.39499999999999946}",20,0,12.587426595079949,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
123,False,"{'a': 0.5, 'e': 0.38999999999999946}",20,0,-18.281133024042276,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
124,False,"{'a': 0.5, 'e': 0.38499999999999945}",20,5,-54.97073336265836,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 2}",1
125,False,"{'a': 0.5, 'e': 0.37999999999999945}",20,10,-16.89019871433305,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
126,False,"{'a': 0.5, 'e': 0.37499999999999944}",25,10,0.51552109596585,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 0}",1
127,False,"{'a': 0.5, 'e': 0.36999999999999944}",35,25,9.892591994931031,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
128,False,"{'a': 0.5, 'e': 0.36499999999999944}",30,6,6.156674396862001,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 0}",1
129,False,"{'a': 0.5, 'e': 0.35999999999999943}",25,15,3.7844534529764684,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
130,False,"{'a': 0.5, 'e': 0.3549999999999994}",35,20,18.950268227311728,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
131,False,"{'a': 0.5, 'e': 0.3499999999999994}",25,19,10.622375429110154,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
132,False,"{'a': 0.5, 'e': 0.3449999999999994}",25,8,-3.6924036779082283,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
133,False,"{'a': 0.5, 'e': 0.3399999999999994}",25,0,-14.431715909429009,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
134,False,"{'a': 0.5, 'e': 0.3349999999999994}",25,16,15.322596585146247,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
135,False,"{'a': 0.5, 'e': 0.3299999999999994}",30,17,-50.94363836743115,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 1}",1
136,False,"{'a': 0.5, 'e': 0.3249999999999994}",20,0,18.90163559283876,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
137,False,"{'a': 0.5, 'e': 0.3199999999999994}",25,11,-36.34390729645988,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
138,False,"{'a': 0.5, 'e': 0.3149999999999994}",30,0,-27.582375425435323,"{0: 27, 1: 0, 2: 2, 3: 0, 4: 1}",0
139,False,"{'a': 0.5, 'e': 0.3099999999999994}",30,16,1.8067934961783914,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
140,False,"{'a': 0.5, 'e': 0.3049999999999994}",20,12,-38.51162339622805,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
141,False,"{'a': 0.5, 'e': 0.2999999999999994}",20,14,12.977236667373528,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
142,False,"{'a': 0.5, 'e': 0.2949999999999994}",20,13,0.07830178525647624,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
143,False,"{'a': 0.5, 'e': 0.28999999999999937}",20,9,-59.834096292734316,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 2}",1
144,False,"{'a': 0.5, 'e': 0.28499999999999936}",25,11,23.115441757273786,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
145,False,"{'a': 0.5, 'e': 0.27999999999999936}",25,8,-116.57911639911745,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 3}",1
146,False,"{'a': 0.5, 'e': 0.27499999999999936}",25,5,-27.540794897640374,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",1
147,False,"{'a': 0.5, 'e': 0.26999999999999935}",30,18,22.559335497043175,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
148,False,"{'a': 0.5, 'e': 0.26499999999999935}",20,0,2.069969042431624,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
149,False,"{'a': 0.5, 'e': 0.25999999999999934}",25,11,19.26100252174142,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
150,False,"{'a': 0.5, 'e': 0.25499999999999934}",25,6,-4.857414546396642,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 0}",1
151,False,"{'a': 0.5, 'e': 0.24999999999999933}",20,3,18.9263963726442,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
152,False,"{'a': 0.5, 'e': 0.24499999999999933}",20,13,14.204094416164716,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
153,False,"{'a': 0.5, 'e': 0.23999999999999932}",20,2,-25.9086740849364,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
154,False,"{'a': 0.5, 'e': 0.23499999999999932}",25,11,30.153193306465635,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
155,False,"{'a': 0.5, 'e': 0.22999999999999932}",25,14,17.824714582545962,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
156,False,"{'a': 0.5, 'e': 0.2249999999999993}",25,11,4.485284625327571,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
157,False,"{'a': 0.5, 'e': 0.2199999999999993}",20,16,8.966267642861512,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
158,False,"{'a': 0.5, 'e': 0.2149999999999993}",20,7,-24.54586225200793,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 1}",1
159,False,"{'a': 0.5, 'e': 0.2099999999999993}",25,18,13.149328921521727,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
160,False,"{'a': 0.5, 'e': 0.2049999999999993}",35,26,13.92853065080229,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
161,False,"{'a': 0.5, 'e': 0.1999999999999993}",20,0,-33.776807483622036,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
162,False,"{'a': 0.5, 'e': 0.19499999999999929}",30,15,17.47562919772574,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
163,False,"{'a': 0.5, 'e': 0.18999999999999928}",25,11,13.840332755420665,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
164,False,"{'a': 0.5, 'e': 0.18499999999999928}",25,16,-6.771117974074439,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
